timestamp,subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_54,subcarrier_55,subcarrier_56,subcarrier_57,subcarrier_58,subcarrier_59,subcarrier_60,subcarrier_61,subcarrier_62,subcarrier_63
1784538544.2826424,72.2,73.96,60.62,47.65,45.45,48.7,79.86,70.97,27.33,38.08,45.97,40.46,30.02,71.89,26.71,65.75,55.96,46.79,55.17,49.91,20.49,21.99,22.24,73.38,70.31,23.2,75.83,23.47,72.85,34.11,50.81,30.7,57.23,49.99,33.51,49.01,39.77,38.13,56.64,63.84,43.51,52.21,31.13,52.51,33.21,40.22,68.2,43.33,56.32,79.16,47.27,29.67,24.31,64.85,21.26,29.48,60.65,73.66,26.05,50.54,53.29,25.1,29.05,40.51
1784538544.2929282,66.09,47.3,79.8,30.21,32.47,58.0,54.52,27.1,77.65,60.43,35.9,33.05,20.1,36.96,63.37,27.85,56.97,72.54,45.44,61.48,45.51,53.22,76.19,59.76,24.22,45.1,25.78,42.01,22.8,41.14,56.73,71.95,54.29,63.26,66.63,70.81,57.13,63.81,38.06,21.11,67.24,53.43,78.96,37.3,55.81,59.0,70.93,59.34,64.78,73.12,69.11,26.65,20.85,40.83,57.54,56.51,49.26,38.11,31.73,59.69,50.25,49.62,62.33,43.35
1784538544.303176,77.67,29.39,44.85,57.76,76.48,60.95,57.36,37.73,27.35,51.22,32.94,75.73,22.48,59.08,77.94,66.38,46.76,71.34,65.86,42.84,43.69,56.64,35.61,57.49,29.3,60.7,24.71,22.83,57.88,70.25,56.91,76.51,39.45,46.23,72.39,40.77,71.52,67.5,68.41,32.52,39.71,53.81,47.17,45.73,53.57,27.23,54.93,74.77,43.0,54.83,37.73,21.72,64.06,71.09,47.01,33.3,27.65,58.83,52.69,47.86,52.08,52.16,34.79,48.76
1784538544.3134458,78.67,70.79,60.81,46.5,70.31,57.82,69.06,29.13,71.57,49.08,23.31,75.53,28.04,52.15,36.72,29.1,33.15,73.96,23.17,79.59,62.58,63.68,20.97,63.0,64.5,32.08,40.56,20.95,63.05,77.83,69.15,49.62,24.81,33.43,35.88,35.96,57.49,57.99,38.25,73.15,45.1,25.32,33.35,48.39,76.35,59.17,58.83,65.13,40.73,65.2,68.81,38.71,27.2,65.25,37.54,29.81,44.65,32.61,69.16,70.37,76.37,32.38,51.49,74.02
1784538544.3237405,31.2,24.21,38.21,46.11,75.52,53.35,28.65,23.81,60.78,77.3,42.86,54.67,20.87,37.36,48.46,56.84,31.7,33.1,27.67,73.81,27.82,52.87,58.96,68.81,43.2,27.75,67.03,41.34,60.93,25.29,59.99,70.25,29.07,49.71,74.99,30.27,28.01,35.66,21.58,56.84,25.95,44.94,49.55,32.59,27.09,69.11,56.32,60.45,43.64,42.6,57.85,62.72,48.58,63.0,62.23,66.81,71.13,66.39,31.99,46.95,33.37,33.17,65.77,22.75
1784538544.3339825,66.19,40.81,20.01,41.7,35.52,31.4,52.63,43.23,73.8,63.07,47.6,39.97,23.52,53.47,53.44,67.63,49.18,62.16,60.11,53.83,79.6,22.32,65.96,78.81,79.39,34.54,69.13,57.44,51.78,35.55,76.01,37.73,61.96,46.06,24.04,77.6,48.37,30.45,71.08,65.46,75.18,51.57,31.86,59.62,65.6,23.29,38.81,28.14,47.79,29.48,43.69,22.71,37.72,69.13,39.14,50.98,77.03,37.35,71.37,34.18,44.96,71.86,46.7,21.46
1784538544.3442502,33.8,46.7,34.77,47.55,30.63,52.02,35.46,32.04,23.87,31.08,61.29,51.89,77.54,52.78,65.49,72.71,32.95,43.56,32.98,77.81,78.66,78.94,74.69,44.53,79.89,68.43,74.09,69.97,48.92,38.19,54.05,27.28,57.48,68.22,45.68,23.41,38.05,70.81,25.96,72.4,76.44,34.77,32.74,64.87,42.91,68.51,32.55,57.04,25.49,21.37,45.11,31.86,29.5,39.76,47.27,24.37,49.69,39.16,60.17,32.95,62.69,28.6,25.61,26.68
1784538544.3546824,39.24,34.9,22.0,36.18,53.44,41.32,61.15,70.84,36.35,49.01,60.34,34.06,56.35,55.57,33.77,49.74,55.91,42.01,45.0,58.92,64.57,66.18,78.23,53.21,30.2,20.69,43.05,37.87,73.45,46.91,57.06,61.95,53.99,44.59,27.13,32.23,30.84,38.9,53.12,52.95,74.97,25.77,26.28,77.82,78.44,70.51,76.2,62.95,37.41,53.63,37.97,62.63,45.18,41.48,25.81,46.3,42.26,61.69,21.6,43.82,34.64,68.28,24.79,30.17
1784538544.3649628,35.72,78.36,54.33,55.16,76.64,49.43,45.91,78.44,78.29,46.39,35.24,48.06,43.23,24.79,49.9,27.31,47.18,62.97,66.13,61.33,65.77,75.51,37.98,56.37,21.32,50.55,77.11,69.64,42.38,45.68,74.71,49.89,64.4,63.32,77.11,62.48,59.83,76.5,50.51,39.69,68.84,55.15,25.34,45.79,49.82,44.34,55.77,31.18,71.06,34.41,68.65,64.11,70.63,62.9,61.74,66.66,67.1,59.62,70.47,58.98,76.28,49.36,53.08,64.74
1784538544.375254,79.43,43.01,67.33,42.04,70.93,20.04,37.78,62.13,33.47,21.57,59.81,59.12,60.68,29.08,27.37,71.06,60.46,68.17,55.44,28.56,28.67,30.06,58.46,42.85,48.82,37.61,79.61,41.89,40.64,46.67,24.88,64.67,49.31,39.2,35.29,51.59,44.31,42.21,43.79,63.03,22.7,24.57,64.94,38.82,44.93,20.09,65.92,67.67,62.79,52.22,59.82,25.83,78.37,63.54,24.11,24.95,39.78,26.57,63.37,29.24,32.34,27.97,78.24,24.04
1784538544.3855536,38.44,33.65,40.91,66.25,24.9,30.31,28.35,35.93,57.31,28.35,20.11,62.1,22.98,53.44,41.54,50.16,62.01,26.91,75.36,79.28,24.38,46.48,45.57,33.07,63.04,68.1,56.0,55.49,37.81,70.66,34.44,27.21,51.5,34.73,25.45,40.66,25.13,55.8,36.46,28.91,70.77,59.72,76.76,20.66,44.53,22.11,37.13,52.87,46.72,49.26,29.27,50.44,35.95,31.23,75.22,35.97,35.46,43.48,57.13,79.27,52.09,79.9,70.95,39.22
1784538544.3958557,58.64,71.32,41.08,30.88,45.14,31.38,72.32,42.59,64.83,68.17,68.51,59.94,67.78,70.22,76.13,40.73,39.0,46.11,59.65,50.23,51.84,50.54,59.33,40.07,31.91,33.59,25.75,60.94,71.12,32.17,54.57,43.69,43.27,55.73,69.69,67.79,35.94,74.78,32.47,41.27,20.36,53.42,60.44,63.35,59.43,25.33,38.53,79.26,50.25,74.97,30.33,37.93,74.42,26.36,39.88,27.05,43.12,20.99,26.5,36.22,47.58,70.09,55.34,66.14
1784538544.4061193,40.71,41.75,38.18,27.57,61.4,75.72,71.88,35.71,46.25,52.02,46.96,65.67,25.81,53.6,29.39,74.05,42.54,72.27,47.4,42.51,36.55,29.8,35.88,48.19,37.21,37.31,61.73,30.4,62.19,32.54,49.33,78.14,34.18,53.01,39.3,33.14,66.89,69.56,27.2,75.54,78.43,39.64,32.69,65.3,75.0,78.97,43.9,55.23,41.48,75.39,64.36,66.76,27.31,28.79,65.58,20.11,42.15,45.49,75.63,20.15,36.19,22.75,65.6,28.37
1784538544.4163532,38.32,46.39,72.27,53.62,28.89,77.21,39.09,64.93,63.52,29.15,55.36,74.99,22.62,39.93,62.09,79.78,61.95,54.46,31.62,76.36,36.77,78.29,60.35,51.12,33.68,31.71,62.78,26.96,43.57,42.41,50.09,41.93,76.81,58.54,77.0,53.19,43.91,70.82,31.29,40.12,37.85,59.13,24.24,35.71,39.07,49.3,42.05,22.11,31.27,34.91,52.39,59.54,59.48,34.89,55.12,53.78,37.39,59.07,45.92,53.62,75.36,21.55,67.05,55.7
1784538544.426615,67.42,44.05,47.44,77.5,60.36,33.59,65.11,32.86,78.59,38.05,39.93,51.33,68.09,42.26,44.98,76.58,34.37,76.77,47.47,48.09,66.04,23.59,36.4,76.47,50.94,33.22,54.82,21.31,24.85,76.33,64.5,23.01,24.47,42.7,73.46,37.4,24.13,48.89,35.43,66.4,48.82,63.25,79.74,76.79,64.58,24.02,34.04,27.37,42.28,58.62,32.01,76.94,79.47,64.07,46.19,64.75,67.49,47.9,31.44,52.35,40.52,41.42,58.53,22.09
1784538544.4369452,36.26,64.73,37.03,25.9,26.93,35.59,36.55,63.87,51.02,42.77,32.48,43.8,65.28,38.3,56.93,69.71,54.64,77.81,58.7,37.19,25.42,38.88,24.63,79.25,35.84,54.34,42.75,63.18,25.38,52.13,66.77,29.71,51.62,33.66,29.61,46.49,31.92,72.23,47.26,47.66,56.38,30.01,50.31,39.03,67.22,42.56,43.63,45.51,45.78,79.86,26.94,43.43,69.18,22.68,61.33,37.31,48.65,77.58,26.16,69.77,56.61,48.24,63.83,31.27
1784538544.4472625,75.1,74.95,47.36,60.37,78.28,55.16,37.03,70.09,51.13,57.24,28.39,45.95,32.49,58.18,55.41,20.61,21.29,40.57,48.02,44.76,41.82,47.47,43.77,37.91,59.06,24.17,58.72,72.24,44.79,32.36,72.67,20.93,34.44,47.77,54.42,74.63,40.41,71.32,24.64,63.55,74.44,30.45,56.81,57.64,43.7,29.93,64.96,30.57,48.51,21.46,67.86,28.58,63.9,27.41,52.73,23.92,60.45,53.74,61.54,59.91,37.67,25.17,39.64,73.16
1784538544.4576032,43.42,45.43,59.02,77.82,30.58,66.39,79.84,26.66,27.91,23.6,72.73,38.3,29.21,40.66,22.47,55.21,22.2,22.83,76.72,37.39,43.5,51.79,75.19,52.33,36.93,42.73,22.45,48.0,57.82,34.69,41.34,76.06,57.16,32.04,24.58,39.39,73.34,62.53,76.72,70.2,35.1,39.71,28.42,72.39,46.77,22.78,71.81,72.0,26.54,49.35,68.13,61.48,27.49,36.74,73.07,54.41,72.24,49.05,46.86,68.18,24.65,51.03,50.59,67.29
1784538544.46797,63.49,60.98,63.75,35.64,36.59,76.33,44.24,74.31,56.78,65.18,35.67,58.74,75.66,23.39,32.74,70.62,37.09,69.95,74.94,40.82,47.16,21.12,53.5,46.87,33.89,49.68,61.71,59.94,71.27,36.35,48.94,54.46,65.51,54.49,40.91,46.92,30.0,23.13,53.53,56.78,57.93,55.43,65.98,54.81,32.16,24.85,24.42,66.4,59.28,42.91,78.51,27.05,77.6,31.19,79.33,44.61,67.71,50.41,70.58,60.46,58.75,31.42,34.38,27.49
1784538544.478256,27.43,23.85,38.33,51.31,71.33,66.8,71.3,68.88,28.83,47.35,23.44,62.87,72.76,66.25,35.76,49.44,38.14,20.84,38.27,76.04,21.92,27.3,52.81,31.48,60.19,38.36,63.41,22.28,32.63,67.14,48.45,22.53,57.66,65.5,31.62,33.06,33.28,68.26,28.5,76.37,23.34,65.92,72.37,34.38,34.59,28.23,63.04,29.32,31.39,24.17,25.3,26.04,45.87,75.58,53.17,56.79,21.82,23.21,31.96,62.37,75.66,71.59,58.92,64.82
1784538544.4885314,60.11,28.6,37.02,72.95,50.1,47.21,74.97,58.33,49.05,43.59,79.17,35.46,65.12,39.61,62.03,76.02,61.99,49.05,64.71,46.62,45.79,36.12,58.18,49.69,52.97,56.29,60.9,55.5,48.46,20.61,40.12,58.59,62.07,43.49,71.34,77.25,21.96,49.93,22.87,66.29,27.82,63.35,33.7,23.88,70.07,32.88,77.89,64.36,74.3,59.62,42.68,21.83,46.42,23.71,23.92,57.8,59.17,25.7,38.79,73.17,33.45,62.8,43.9,36.52
1784538544.4988344,20.16,29.15,66.12,67.32,63.82,22.06,25.03,36.47,38.01,71.55,75.61,36.93,65.35,40.73,72.37,74.58,29.43,49.95,23.48,54.88,26.22,49.25,51.94,54.13,72.89,38.29,69.02,36.76,41.89,61.17,57.44,44.62,71.55,34.82,63.37,33.9,71.71,42.27,72.27,50.02,30.85,21.99,35.75,53.9,67.04,76.71,76.46,52.34,24.08,35.81,79.97,48.04,43.64,73.69,68.97,46.87,38.85,77.6,79.4,66.26,70.31,62.43,25.99,21.44
1784538544.5090914,68.1,23.25,32.77,71.82,67.71,69.78,76.81,34.07,38.12,59.46,73.81,79.05,22.73,28.17,58.96,60.3,52.85,57.24,39.32,26.51,37.93,61.51,38.14,39.65,65.99,34.53,43.78,74.09,48.91,61.51,53.27,58.02,68.76,41.69,23.81,48.38,50.03,48.84,60.85,58.76,50.05,25.94,21.95,40.49,55.36,70.29,45.49,42.42,41.76,74.51,44.53,35.3,46.64,65.94,26.28,34.2,52.77,39.7,22.72,56.56,47.9,25.09,47.33,45.74
1784538544.5193553,58.6,47.55,66.89,20.77,49.71,28.27,36.97,26.53,48.88,73.67,55.53,64.13,20.47,68.04,61.13,37.18,45.19,48.51,28.68,42.46,64.67,33.15,52.06,63.7,27.63,45.67,35.66,24.26,62.44,39.01,62.05,54.82,69.36,52.21,26.66,53.69,64.45,53.85,52.81,53.53,62.02,78.7,35.53,30.83,24.0,46.46,54.27,55.68,54.18,33.91,56.49,33.9,64.19,43.15,49.93,29.69,50.69,64.06,46.38,47.36,75.05,48.67,35.28,22.97
1784538544.5296762,57.0,61.49,48.17,24.17,43.57,22.83,47.54,47.73,61.41,27.42,21.54,60.44,79.42,54.06,35.21,75.69,66.41,42.85,49.6,73.89,31.81,70.27,36.75,20.18,29.76,27.54,72.55,22.76,69.91,26.24,21.2,37.97,60.76,34.65,35.47,32.04,28.46,75.0,78.04,66.09,76.9,53.75,32.28,66.65,40.13,41.65,60.58,60.72,71.21,76.73,27.95,22.98,75.4,50.57,22.12,70.18,20.89,61.64,60.37,46.66,38.89,57.69,54.22,74.01
1784538544.539965,27.0,53.2,63.74,63.64,29.26,40.14,21.01,77.69,79.92,32.64,65.01,42.85,56.99,69.56,71.05,62.26,20.01,22.68,40.72,20.93,77.27,67.72,23.4,67.89,72.84,35.84,59.81,66.17,79.36,45.41,62.36,20.38,32.42,79.56,44.29,45.83,69.44,54.25,23.42,25.17,39.59,76.25,25.98,30.12,70.47,58.5,55.78,34.14,64.18,74.17,36.72,53.34,23.37,64.67,66.35,42.08,59.68,77.64,59.24,33.77,59.14,43.84,44.46,69.46
1784538544.5503502,38.81,29.86,20.82,37.63,62.99,74.97,31.7,33.07,71.61,24.78,34.47,76.15,24.85,50.75,33.44,26.96,23.87,52.68,20.59,42.03,71.5,37.06,48.81,61.54,78.0,43.23,45.72,57.67,32.44,21.28,65.26,45.55,68.08,32.09,27.53,25.51,51.83,28.06,56.3,21.68,38.39,22.46,50.47,61.26,35.82,65.55,36.59,47.3,43.11,65.46,39.06,66.3,70.41,67.85,22.28,37.96,51.89,53.24,34.75,75.44,66.34,54.32,32.31,31.74
1784538544.5606375,20.39,75.14,45.12,49.87,48.72,64.4,70.07,42.45,44.47,51.32,30.03,29.28,55.47,35.31,71.82,68.72,50.73,65.1,28.68,68.69,41.05,65.29,65.2,48.48,67.19,58.78,36.65,70.16,73.88,23.69,63.14,29.78,56.93,45.59,23.93,47.51,52.89,59.78,62.52,40.89,30.32,75.89,53.75,35.7,71.01,56.22,71.51,43.86,69.43,43.72,49.41,32.51,29.87,51.33,75.22,76.87,35.89,26.59,39.71,65.39,20.88,35.26,21.16,40.82
1784538544.5709975,21.08,35.24,31.44,35.12,40.91,51.45,63.05,46.52,27.85,55.49,32.59,52.9,69.64,43.99,60.65,64.32,37.11,48.95,75.06,42.89,43.42,41.14,71.09,23.78,65.23,40.22,71.25,50.75,74.24,31.94,26.85,49.61,37.64,65.26,69.36,31.28,74.29,36.79,47.96,56.94,38.05,28.12,68.92,66.8,26.78,28.1,50.93,64.9,30.02,68.94,47.6,44.43,72.09,45.79,57.02,23.81,25.83,79.52,46.25,29.53,57.55,20.38,47.88,63.03
1784538544.5812998,65.92,47.45,21.5,33.37,30.77,40.47,24.71,35.45,54.57,34.22,51.73,71.86,79.02,24.85,23.71,66.44,73.83,44.93,28.58,58.08,65.76,58.76,74.14,44.52,61.73,42.73,22.73,72.95,72.36,58.63,44.38,45.72,60.91,22.34,68.07,31.44,27.71,26.85,43.5,73.62,47.06,56.28,54.28,41.75,31.13,74.91,79.1,66.47,74.09,60.39,37.68,26.85,28.03,54.63,51.48,74.94,73.1,53.79,61.86,61.74,23.73,36.44,48.53,41.59
1784538544.5915623,40.11,40.11,58.65,26.73,60.81,33.13,59.71,77.96,73.85,63.03,53.65,66.48,21.27,77.91,30.58,54.52,34.06,62.07,78.17,79.71,32.31,24.52,32.62,66.95,59.6,51.75,79.16,45.01,75.99,52.37,70.28,65.37,55.55,33.77,48.0,67.93,74.55,67.47,59.88,65.66,77.16,51.89,41.5,41.61,72.55,60.42,36.55,25.03,74.82,51.77,20.54,59.1,43.91,21.92,41.38,72.12,60.67,20.39,65.11,34.41,36.72,66.8,73.97,48.89
1784538544.60192,20.2,59.7,48.38,67.9,33.92,50.86,65.95,29.5,71.18,71.82,79.72,55.48,34.13,35.85,45.42,53.8,43.44,40.91,48.25,28.3,36.43,34.49,21.59,61.23,33.29,72.02,69.87,70.97,43.15,70.11,24.9,71.35,37.59,20.53,79.16,49.47,31.2,58.22,58.43,44.98,67.03,49.63,47.84,74.2,41.43,34.48,43.74,30.48,43.35,62.36,34.91,62.96,27.84,47.93,34.47,59.21,73.29,67.67,37.97,69.78,21.84,77.14,24.86,24.55
1784538544.6122005,62.59,26.06,66.3,54.94,33.29,68.55,59.02,70.73,74.11,29.19,52.09,34.5,40.61,57.85,76.2,43.11,50.54,48.68,53.77,44.36,30.89,54.18,53.55,48.63,36.19,33.92,43.79,20.4,73.82,34.51,51.94,54.77,30.46,76.87,25.0,49.38,42.41,28.71,35.51,47.7,51.54,62.38,56.7,43.46,74.34,50.7,73.9,70.86,48.02,60.93,37.72,44.2,50.08,28.01,27.27,20.19,26.51,64.93,30.75,28.95,21.28,37.34,26.59,24.25
1784538544.6224332,38.42,35.5,28.61,61.12,33.42,76.91,62.1,63.6,62.0,36.41,45.81,33.47,69.82,65.69,65.96,28.13,53.8,53.23,70.45,43.14,56.0,71.83,40.08,78.46,64.14,66.91,79.14,56.82,61.8,57.24,50.58,65.35,36.63,46.72,41.36,29.17,71.68,32.38,62.88,68.77,68.66,73.97,62.38,72.15,59.78,39.91,39.29,76.04,23.88,58.95,39.75,25.0,35.12,63.72,69.14,79.8,20.16,59.65,71.37,66.05,44.27,57.28,61.59,42.99
1784538544.632724,76.41,65.23,54.09,62.26,58.28,56.9,65.02,41.12,65.5,30.98,53.82,28.82,69.41,68.07,60.8,66.9,79.34,79.54,33.82,60.83,78.95,73.07,50.27,43.83,48.04,59.82,79.8,64.39,51.92,63.5,65.34,31.91,79.48,51.36,54.77,59.84,58.69,77.49,52.32,63.86,39.5,60.18,35.36,74.9,48.75,21.7,70.11,61.79,42.72,43.99,25.31,46.2,30.1,21.25,73.05,21.61,29.62,76.94,59.06,78.94,24.11,77.38,45.5,51.59
1784538544.642993,54.58,23.81,21.38,54.13,20.95,74.02,39.58,39.4,25.87,36.56,47.16,23.75,32.95,74.73,69.38,62.33,39.96,75.17,56.54,67.96,43.73,71.94,20.95,78.92,38.41,74.7,52.65,20.85,33.97,76.42,45.82,34.81,28.05,25.93,75.53,52.43,32.44,20.71,27.58,59.05,29.2,73.65,22.24,27.41,25.22,40.04,32.8,39.64,32.77,54.59,35.61,41.03,58.7,50.34,80.0,29.15,41.16,64.11,73.2,55.3,41.01,21.43,36.96,66.94
1784538544.6532984,58.9,32.73,36.16,62.95,37.56,36.14,51.07,23.12,61.54,79.68,71.07,45.22,75.06,77.64,79.25,45.38,63.44,48.26,52.23,46.92,27.87,51.95,30.93,62.71,38.02,53.52,64.26,77.79,78.84,21.82,24.53,73.18,38.24,38.72,47.34,29.35,42.71,28.32,63.97,56.33,34.9,52.13,42.68,59.05,38.78,24.88,55.87,37.35,77.6,52.02,63.12,36.76,25.11,41.65,47.8,42.36,27.97,74.73,36.12,69.63,27.93,53.63,69.66,38.55
1784538544.663572,26.54,22.07,62.64,61.74,72.26,56.61,35.21,51.3,51.61,28.99,22.15,55.06,78.04,78.08,46.46,66.33,35.93,31.97,38.92,28.53,52.62,58.28,40.3,40.32,65.12,61.01,53.26,76.72,46.54,31.45,63.93,49.3,30.46,35.39,62.73,41.09,25.64,20.42,64.12,36.88,56.68,45.64,33.01,62.14,44.78,34.96,50.48,51.0,34.61,50.53,34.31,54.64,42.48,53.37,77.06,31.82,44.13,48.58,72.18,21.24,49.79,65.36,61.63,62.49
1784538544.6738322,57.13,67.92,39.73,70.55,28.67,25.5,45.86,57.84,60.72,33.42,66.16,48.56,53.79,31.93,66.34,35.96,36.32,32.83,61.75,61.47,74.76,79.41,34.19,77.63,41.0,44.59,42.2,38.64,61.76,31.96,29.38,67.26,76.1,30.42,63.96,65.01,20.32,57.14,59.26,53.72,51.5,33.26,52.5,67.72,37.86,47.27,46.06,58.45,30.42,54.96,77.43,26.37,50.2,21.05,70.69,25.39,34.51,43.77,23.11,53.48,51.46,38.31,66.75,28.37
1784538544.684121,60.27,60.07,49.92,32.2,58.75,40.29,38.51,31.7,42.18,68.23,31.6,23.88,25.81,71.0,46.3,78.89,70.88,67.46,41.68,44.74,34.07,20.51,36.97,45.09,66.39,71.32,67.63,73.88,41.57,53.73,58.07,61.84,72.74,37.62,56.37,70.51,38.7,40.47,44.98,51.78,36.85,79.7,53.51,30.94,67.93,76.35,65.65,39.71,38.45,54.01,55.06,75.12,39.74,71.2,35.71,30.4,27.88,52.91,67.21,28.19,79.03,42.84,72.24,74.81
1784538544.6943877,57.81,71.2,36.94,25.21,48.5,44.1,32.08,75.76,65.4,40.15,42.05,76.75,45.33,55.34,44.38,75.05,27.46,33.18,64.51,42.69,68.4,76.55,22.77,26.01,41.69,40.84,23.95,64.27,63.26,37.13,54.75,63.7,42.35,78.05,24.84,45.63,70.54,65.08,24.72,73.19,42.9,69.22,50.42,27.53,43.07,50.45,69.88,28.59,72.33,36.58,55.02,73.48,28.73,71.05,38.55,58.76,72.54,59.18,24.32,46.92,77.28,20.48,68.4,35.04
1784538544.7046435,72.67,29.77,67.72,22.25,22.71,32.4,21.31,48.04,72.71,62.04,51.66,78.35,33.06,65.18,36.82,34.67,66.21,76.42,50.34,71.31,57.92,27.84,71.73,57.73,60.71,56.23,20.66,41.13,49.53,21.48,21.75,55.81,24.32,69.07,51.14,60.96,46.97,23.41,64.16,42.66,29.53,21.93,39.21,23.81,59.04,67.47,25.83,48.42,74.87,55.63,23.64,50.39,36.45,60.52,56.92,39.35,55.04,33.69,66.1,24.57,48.33,37.12,66.56,23.44
1784538544.7149565,20.22,74.41,22.51,48.06,55.43,46.34,46.36,50.05,49.1,30.45,56.82,48.6,65.07,64.42,64.99,68.29,77.37,73.76,24.77,64.3,44.53,23.54,40.07,23.49,72.49,30.23,22.01,33.14,76.47,73.0,73.6,22.4,29.95,23.61,62.58,43.06,29.79,60.15,31.45,20.72,36.8,70.84,26.77,52.53,50.99,35.13,35.74,56.25,25.05,75.1,42.25,37.74,37.05,24.88,42.85,67.65,47.96,20.31,37.54,70.73,59.83,39.03,52.99,22.53
1784538544.725263,71.81,72.12,29.58,30.31,35.1,47.41,38.29,33.11,66.78,43.1,48.6,48.78,47.79,63.73,72.12,37.33,31.47,36.35,69.79,46.78,57.09,41.97,66.13,32.62,26.72,51.28,29.43,73.01,60.49,66.25,52.14,75.5,51.26,50.84,39.58,41.51,72.38,24.33,43.62,28.09,23.57,66.24,67.4,23.67,75.35,61.92,68.63,59.47,78.11,70.76,46.27,65.19,37.43,31.47,20.54,46.64,36.37,67.95,20.48,40.19,59.8,38.31,23.39,47.01
1784538544.7356155,67.64,57.53,52.88,30.46,49.03,61.88,40.23,55.0,20.24,75.66,66.76,24.19,29.53,53.91,60.64,50.77,47.61,68.12,32.15,50.47,77.66,67.19,57.67,76.11,50.71,79.82,62.92,62.63,24.08,70.84,37.11,74.58,57.68,62.19,64.8,75.07,41.71,44.53,52.86,74.09,28.76,27.49,35.08,32.02,20.16,56.7,75.83,70.59,56.73,45.09,29.12,20.48,32.9,50.28,33.19,56.55,47.29,56.94,41.57,25.21,22.47,30.7,51.15,29.81
1784538544.74586,48.14,68.26,76.8,26.26,69.83,47.09,77.94,21.45,21.64,63.58,58.36,41.79,26.19,73.48,77.53,78.87,34.92,75.65,65.91,32.33,40.78,40.54,49.05,57.9,57.34,72.73,43.53,77.99,27.3,38.93,79.82,45.96,43.7,35.15,33.89,51.33,69.65,46.77,39.96,69.37,48.15,72.4,74.41,74.87,26.44,27.75,27.63,35.69,78.65,46.61,69.32,26.32,65.17,67.03,21.85,25.58,49.24,67.48,58.15,28.51,23.88,77.36,43.72,54.6
1784538544.7561805,65.07,27.95,50.17,29.41,75.18,20.32,44.56,20.78,64.56,76.47,35.71,63.3,23.49,70.18,76.66,60.29,72.98,28.9,79.62,56.8,73.4,59.47,40.13,39.35,28.84,52.15,52.62,42.17,31.66,78.67,66.5,61.71,62.7,65.18,33.98,68.91,34.45,27.74,69.93,49.89,20.22,36.72,38.65,43.06,67.53,72.25,68.46,34.11,61.25,55.04,60.01,46.77,60.81,63.52,29.24,26.08,31.33,23.7,45.67,56.21,43.18,55.35,54.0,32.62
1784538544.7664852,35.56,67.01,69.41,71.56,46.88,29.32,38.08,32.54,20.51,61.93,42.3,41.25,42.93,68.87,50.12,48.47,41.28,77.04,58.11,33.76,20.1,73.33,40.81,68.82,57.92,78.81,36.08,25.74,29.88,74.55,52.19,61.67,70.22,31.28,59.14,29.16,43.26,36.23,76.12,55.54,59.02,55.18,78.98,65.69,63.44,50.35,37.72,70.05,58.15,58.37,35.3,51.16,23.03,50.44,49.48,63.77,58.89,76.74,45.18,65.19,49.65,30.68,31.76,64.7
1784538544.7767704,67.72,47.38,57.03,61.67,45.73,78.1,35.87,21.43,35.65,22.66,67.69,48.53,30.73,56.11,40.6,62.83,31.8,62.21,44.58,25.52,69.79,41.63,45.3,50.59,21.3,74.88,28.45,58.66,25.85,57.83,53.91,76.1,57.72,51.17,29.87,65.92,73.98,29.17,60.1,57.14,65.21,41.9,30.9,55.68,76.95,60.1,39.82,28.29,22.97,76.07,46.01,73.59,54.94,76.48,75.69,21.57,22.19,21.76,69.01,65.01,23.55,68.47,79.5,44.47
1784538544.7870255,69.92,68.19,26.73,35.77,39.14,28.26,43.6,69.0,73.13,20.62,60.4,44.49,75.4,43.13,69.57,65.99,50.01,45.26,46.63,64.88,75.51,46.71,22.81,79.75,66.52,51.1,20.19,57.99,21.94,64.47,48.34,65.06,50.78,54.12,68.18,68.25,30.09,29.32,53.6,65.39,31.18,38.14,41.39,44.93,52.06,51.68,72.38,31.81,49.39,40.25,29.55,54.07,72.49,46.06,24.04,52.2,75.82,69.33,58.28,76.04,24.95,52.87,39.68,67.07
